bid_price_1,bid_size_1,ask_price_1,ask_size_1,bid_price_2,bid_size_2,ask_price_2,ask_size_2,bid_price_3,bid_size_3,ask_price_3,ask_size_3,bid_price_4,bid_size_4,ask_price_4,ask_size_4,bid_price_5,bid_size_5,ask_price_5,ask_size_5,bid_price_6,bid_size_6,ask_price_6,ask_size_6,bid_price_7,bid_size_7,ask_price_7,ask_size_7,bid_price_8,bid_size_8,ask_price_8,ask_size_8,bid_price_9,bid_size_9,ask_price_9,ask_size_9,bid_price_10,bid_size_10,ask_price_10,ask_size_10,time
64626.69,7.5094,64626.7,0.75427,64626.68,0.0009,64626.71,0.00106,64626.67,0.00016,64626.72,0.00016,64626.66,0.004,64626.77,0.00491,64626.01,0.00018,64626.93,8e-05,64626.0,0.11418,64626.94,8e-05,64625.87,8e-05,64627.08,8e-05,64625.46,0.00436,64627.23,8e-05,64625.04,0.004,64627.42,8e-05,64624.24,0.00018,64627.99,0.00018,1785948796.914
64626.69,7.5086,64626.7,0.75169,64626.68,0.0005,64626.71,0.00098,64626.67,0.00016,64626.72,0.00016,64626.66,0.004,64626.77,0.00491,64626.01,0.00018,64626.93,8e-05,64626.0,0.11418,64626.94,8e-05,64625.87,8e-05,64627.08,8e-05,64625.46,0.00436,64627.23,8e-05,64625.04,0.004,64627.42,8e-05,64624.24,0.00018,64627.99,0.00018,1785948797.014
64626.69,7.5094,64626.7,0.75169,64626.68,0.0009,64626.71,0.00098,64626.67,0.00016,64626.72,0.00016,64626.66,0.004,64626.77,0.00491,64626.01,0.00018,64626.93,8e-05,64626.0,0.11418,64626.94,8e-05,64625.87,8e-05,64627.08,8e-05,64625.46,0.00436,64627.23,8e-05,64625.04,0.004,64627.42,8e-05,64624.24,0.00018,64627.99,0.00018,1785948797.114
64626.69,7.5094,64626.7,0.75169,64626.68,0.0009,64626.71,0.00098,64626.67,0.00016,64626.72,0.00016,64626.66,0.004,64626.77,0.00491,64626.01,0.00018,64626.93,8e-05,64626.0,0.11418,64626.94,8e-05,64625.87,8e-05,64627.08,8e-05,64625.46,0.00436,64627.23,8e-05,64625.04,0.004,64627.42,8e-05,64624.24,0.00018,64627.99,0.00018,1785948797.214
64626.69,7.5086,64626.7,0.75169,64626.68,0.0005,64626.71,0.00098,64626.67,0.00016,64626.72,0.00016,64626.66,0.004,64626.77,0.00491,64626.01,0.00018,64626.93,8e-05,64626.0,0.11418,64626.94,8e-05,64625.87,8e-05,64627.08,8e-05,64625.46,0.00436,64627.23,8e-05,64625.04,0.004,64627.42,8e-05,64624.24,0.00018,64627.99,0.00018,1785948797.315
64626.69,7.50876,64626.7,0.75169,64626.68,0.00066,64626.71,0.00098,64626.67,0.00016,64626.72,0.00016,64626.66,0.004,64626.77,0.00491,64626.01,0.00018,64626.93,8e-05,64626.0,0.11418,64626.94,8e-05,64625.87,8e-05,64627.08,8e-05,64625.46,0.00436,64627.23,8e-05,64625.04,0.004,64627.42,8e-05,64624.24,0.00018,64627.99,0.00018,1785948797.414
64626.69,7.5086,64626.7,0.75169,64626.68,0.0005,64626.71,0.00098,64626.67,0.00016,64626.72,0.00016,64626.66,0.004,64626.77,0.00491,64626.01,0.00018,64626.93,8e-05,64626.0,0.11418,64626.94,8e-05,64625.87,8e-05,64627.08,8e-05,64625.46,0.00436,64627.23,8e-05,64625.04,0.004,64627.42,8e-05,64624.24,0.00018,64627.99,0.00018,1785948797.514
64626.69,7.50876,64626.7,0.75169,64626.68,0.00066,64626.71,0.00098,64626.67,0.00016,64626.72,0.00016,64626.66,0.004,64626.77,0.00491,64626.01,0.00018,64626.93,8e-05,64626.0,0.11418,64626.94,8e-05,64625.87,8e-05,64627.08,8e-05,64625.46,0.00436,64627.23,8e-05,64625.04,0.004,64627.42,8e-05,64624.24,0.00018,64627.99,0.00018,1785948797.614
64626.69,7.5086,64626.7,0.75169,64626.68,0.0005,64626.71,0.00098,64626.67,0.00016,64626.72,0.00016,64626.66,0.004,64626.77,0.00491,64626.01,0.00018,64626.93,8e-05,64626.0,0.11418,64626.94,8e-05,64625.87,8e-05,64627.08,8e-05,64625.46,0.00436,64627.23,8e-05,64625.04,0.004,64627.42,8e-05,64624.24,0.00018,64627.99,0.00018,1785948797.714
64626.69,7.5086,64626.7,0.75161,64626.68,0.0005,64626.71,0.0009,64626.67,0.00016,64626.72,0.00016,64626.66,0.004,64626.77,0.00491,64626.01,0.00018,64626.93,8e-05,64626.0,0.11418,64626.94,8e-05,64625.87,8e-05,64627.08,8e-05,64625.46,0.00436,64627.23,8e-05,64625.04,0.004,64627.42,8e-05,64624.24,0.00018,64627.99,0.00018,1785948797.814
64626.69,7.5094,64626.7,0.75161,64626.68,0.0009,64626.71,0.0009,64626.67,0.00016,64626.72,0.00016,64626.66,0.004,64626.77,0.00491,64626.01,0.00018,64626.93,8e-05,64626.0,0.11418,64626.94,8e-05,64625.87,8e-05,64627.08,8e-05,64625.46,0.00436,64627.23,8e-05,64625.04,0.004,64627.42,8e-05,64624.24,0.00018,64627.99,0.00018,1785948797.915
64626.69,7.5094,64626.7,0.75161,64626.68,0.0009,64626.71,0.0009,64626.67,0.00016,64626.72,0.00016,64626.66,0.004,64626.77,0.00491,64626.01,0.00018,64626.93,8e-05,64626.0,0.11418,64626.94,8e-05,64625.87,8e-05,64627.08,8e-05,64625.46,0.00436,64627.23,8e-05,64625.04,0.004,64627.42,8e-05,64624.24,0.00018,64627.99,0.00018,1785948798.015
64627.99,9.06896,64628.0,0.02509,64627.98,0.29365,64628.01,0.14285,64627.97,0.00016,64628.02,0.00536,64627.82,0.01671,64628.07,0.00409,64627.42,0.00018,64628.43,8e-05,64627.41,6.11151,64629.1,0.0008,64627.23,0.00018,64629.36,0.00327,64627.22,8e-05,64629.71,8e-05,64627.08,0.00018,64629.99,0.00018,64627.07,8e-05,64630.0,0.02626,1785948798.114
64628.0,9.15585,64628.01,0.1423,64627.99,3.17519,64628.02,0.00586,64627.98,0.00042,64628.43,8e-05,64627.82,0.01689,64629.1,0.0008,64627.42,0.032,64629.71,8e-05,64627.41,0.00026,64629.99,0.00018,64627.22,8e-05,64630.0,0.02626,64627.07,8e-05,64630.14,8e-05,64626.93,0.00034,64631.36,8e-05,64626.92,0.38036,64631.4,0.00019,1785948798.214
64631.44,8.07605,64631.45,0.00531,64631.43,0.00016,64631.46,0.0005,64631.42,0.00016,64631.64,8e-05,64631.39,0.46445,64631.99,0.00018,64630.75,0.11402,64632.0,0.02618,64630.15,2.28499,64632.74,0.00325,64630.14,2.76134,64633.16,8e-05,64630.0,1.00236,64633.17,8e-05,64629.99,0.53702,64633.35,8e-05,64629.9,0.004,64633.42,8e-05,1785948798.314
64631.99,9.54169,64632.0,0.1866,64631.98,2.58004,64632.01,0.0005,64631.97,0.00016,64633.35,8e-05,64631.52,0.004,64633.99,0.00018,64631.47,0.00018,64634.0,0.02618,64631.46,0.75297,64634.71,0.00657,64631.45,0.07523,64634.94,0.00018,64631.44,0.15034,64634.95,0.01873,64631.4,0.00018,64635.5,8e-05,64631.39,0.46445,64635.99,0.00018,1785948798.414
64631.99,10.05841,64632.0,0.18655,64631.98,2.58022,64632.01,0.00066,64631.97,0.00016,64632.29,0.00481,64631.52,0.004,64633.35,8e-05,64631.47,0.00018,64633.59,0.00401,64631.46,0.43252,64633.99,0.00018,64631.45,0.07541,64634.0,0.02618,64631.44,0.14034,64634.71,0.00657,64631.39,0.00026,64634.85,8e-05,64630.98,0.00446,64634.88,0.0032,1785948798.514
64631.99,10.05855,64632.0,0.18655,64631.98,2.58022,64632.01,0.00066,64631.97,0.00016,64632.29,0.00481,64631.52,0.004,64633.35,8e-05,64631.47,0.00018,64633.59,0.00401,64631.46,0.43252,64633.99,0.00018,64631.45,0.07541,64634.0,0.02618,64631.44,0.14034,64634.71,0.00657,64631.39,8e-05,64634.85,8e-05,64630.98,0.00446,64634.88,0.0032,1785948798.614
64631.99,10.05855,64632.0,0.18655,64631.98,2.58022,64632.01,0.00066,64631.97,0.00016,64632.29,0.00481,64631.52,0.004,64633.35,8e-05,64631.47,0.00018,64633.59,0.00401,64631.46,0.43252,64633.99,0.00018,64631.45,0.07541,64634.0,0.02618,64631.44,0.14034,64634.71,0.00657,64631.39,8e-05,64634.85,8e-05,64630.98,0.00446,64634.88,0.0032,1785948798.714
64631.99,10.05855,64632.0,0.18655,64631.98,2.58022,64632.01,0.00066,64631.97,0.00016,64632.29,0.00481,64631.52,0.004,64633.35,8e-05,64631.47,0.00018,64633.59,0.00401,64631.46,0.43252,64633.99,0.00018,64631.45,0.07541,64634.0,0.02618,64631.44,0.14034,64634.71,0.00657,64631.39,8e-05,64634.85,8e-05,64630.98,0.00446,64634.88,0.0032,1785948798.814
64631.99,10.05855,64632.0,0.18655,64631.98,2.58022,64632.01,0.00066,64631.97,0.00016,64632.29,0.00481,64631.52,0.004,64633.35,8e-05,64631.47,0.00018,64633.59,0.00401,64631.46,0.43252,64633.99,0.00018,64631.45,0.07541,64634.0,0.02618,64631.44,0.14034,64634.71,0.00657,64631.39,8e-05,64634.85,8e-05,64630.98,0.00446,64634.88,0.0032,1785948798.914
64631.99,10.05855,64632.0,0.18647,64631.98,2.58022,64632.01,0.00066,64631.97,0.00016,64632.29,0.00481,64631.52,0.004,64633.35,8e-05,64631.47,0.00018,64633.59,0.00401,64631.46,0.43252,64633.99,0.00018,64631.45,0.07541,64634.0,0.02618,64631.44,0.14034,64634.71,0.00657,64631.39,8e-05,64634.85,8e-05,64630.98,0.00446,64634.88,0.0032,1785948799.014
64631.99,10.05864,64632.0,0.18664,64631.98,2.58022,64632.01,0.00066,64631.97,0.00016,64632.29,0.00481,64631.52,0.004,64633.35,8e-05,64631.47,0.00018,64633.59,0.00401,64631.46,0.43252,64633.99,0.00018,64631.45,0.07541,64634.0,0.02618,64631.44,0.14034,64634.71,0.00657,64631.39,8e-05,64634.85,8e-05,64630.98,0.00446,64634.88,0.0032,1785948799.114
64631.99,10.06354,64632.0,0.02774,64631.98,2.58022,64632.01,0.00066,64631.97,0.00016,64632.29,0.00481,64631.52,0.004,64633.35,8e-05,64631.47,0.00018,64633.59,0.00401,64631.46,0.43252,64633.99,0.00018,64631.45,0.07541,64634.0,0.02618,64631.44,0.14034,64634.71,0.00657,64631.39,8e-05,64634.85,8e-05,64630.98,0.00446,64634.88,0.0032,1785948799.214
64631.99,10.06354,64632.0,0.18672,64631.98,2.58022,64632.01,0.00066,64631.97,0.00016,64632.29,0.00481,64631.52,0.004,64633.35,8e-05,64631.47,0.00018,64633.59,0.00401,64631.46,0.43252,64633.99,0.00018,64631.45,0.07541,64634.0,0.02618,64631.44,0.14034,64634.71,0.00657,64631.39,8e-05,64634.85,8e-05,64630.98,0.00446,64634.88,0.0032,1785948799.314
64631.99,10.06354,64632.0,0.1868,64631.98,2.58022,64632.01,0.00066,64631.97,0.00016,64632.29,0.00481,64631.52,0.004,64633.35,8e-05,64631.47,0.00018,64633.59,0.00401,64631.46,0.43252,64633.99,0.00018,64631.45,0.07541,64634.0,0.02618,64631.44,0.14034,64634.71,0.00657,64631.39,8e-05,64634.85,8e-05,64630.98,0.00446,64634.88,0.0032,1785948799.414
64631.99,10.06354,64632.0,0.1868,64631.98,2.58022,64632.01,0.00066,64631.97,0.00016,64632.29,0.00481,64631.52,0.004,64632.92,8e-05,64631.47,0.00018,64633.35,8e-05,64631.46,0.43252,64633.59,0.00401,64631.45,0.07541,64633.99,0.00018,64631.44,0.15682,64634.0,0.02618,64631.39,8e-05,64634.71,0.00657,64630.98,0.00446,64634.85,8e-05,1785948799.515
64631.99,10.05304,64632.0,0.1868,64631.98,2.58022,64632.01,0.00066,64631.97,0.00016,64632.29,0.00481,64631.52,0.004,64632.92,8e-05,64631.47,0.00018,64633.35,8e-05,64631.46,0.43252,64633.59,0.00401,64631.45,0.07541,64633.99,0.00018,64631.44,0.15682,64634.0,0.02618,64631.39,8e-05,64634.71,0.00657,64630.98,0.00446,64634.85,8e-05,1785948799.615
64631.99,10.06512,64632.0,0.1868,64631.98,2.58022,64632.01,0.00066,64631.97,0.00016,64632.29,0.00481,64631.52,0.004,64632.92,8e-05,64631.47,0.00018,64633.35,8e-05,64631.46,0.43252,64633.59,0.00401,64631.45,0.07541,64633.99,0.00018,64631.44,0.15682,64634.0,0.02618,64631.39,8e-05,64634.71,0.00657,64630.98,0.00446,64634.85,8e-05,1785948799.714
64631.99,10.06522,64632.0,0.1868,64631.98,2.58022,64632.01,0.00066,64631.97,0.00016,64632.29,0.00481,64631.52,0.004,64632.92,8e-05,64631.47,0.00018,64633.35,8e-05,64631.46,0.43252,64633.59,0.00401,64631.45,0.07541,64633.99,0.00018,64631.44,0.15682,64634.0,0.02618,64631.39,8e-05,64634.71,0.00657,64630.98,0.00446,64634.85,8e-05,1785948799.814
64631.99,10.06522,64632.0,0.18704,64631.98,2.58022,64632.01,0.00082,64631.97,0.00016,64632.02,0.00016,64631.52,0.004,64632.29,0.00481,64631.47,0.00018,64632.92,8e-05,64631.46,0.43252,64633.35,8e-05,64631.45,0.07541,64633.59,0.00401,64631.44,0.15682,64633.99,0.00018,64631.39,8e-05,64634.0,0.02618,64630.98,0.00446,64634.71,0.00657,1785948799.914
64638.45,5.73696,64638.46,2.00758,64638.44,0.00034,64638.47,0.00092,64638.43,0.00016,64639.0,0.00469,64638.33,0.00049,64639.17,0.00159,64638.32,0.00034,64639.64,8e-05,64638.01,0.00018,64639.68,0.00027,64638.0,0.00444,64639.77,8e-05,64637.99,0.27026,64639.99,0.00018,64637.76,8e-05,64640.0,0.036,64637.43,8e-05,64640.01,0.00138,1785948800.014
64638.45,5.78999,64638.46,1.70431,64638.44,0.00034,64638.47,0.00074,64638.43,0.00016,64639.0,0.00469,64638.33,0.00031,64639.64,8e-05,64638.32,0.00016,64639.68,9e-05,64638.0,0.00408,64639.77,8e-05,64637.99,0.00026,64639.99,0.00018,64637.76,8e-05,64640.0,0.03618,64637.69,0.00458,64640.01,0.00138,64637.45,0.00018,64640.3,0.00391,1785948800.114
64638.45,5.78999,64638.46,1.70439,64638.44,0.00034,64638.47,0.00074,64638.43,0.00016,64639.0,0.00469,64638.33,0.00031,64639.64,8e-05,64638.32,0.00016,64639.68,9e-05,64638.0,0.00408,64639.77,8e-05,64637.99,8e-05,64639.99,0.00018,64637.76,8e-05,64640.0,0.03618,64637.69,0.00458,64640.01,0.00138,64637.45,0.00018,64640.3,0.00391,1785948800.214
64638.45,5.8716,64638.46,2.00837,64638.44,0.00034,64638.47,0.00074,64638.43,0.00016,64639.0,0.00469,64638.33,0.00031,64639.64,8e-05,64638.32,0.00016,64639.68,9e-05,64638.0,0.00408,64639.77,8e-05,64637.99,8e-05,64639.99,0.00018,64637.76,8e-05,64640.0,0.03618,64637.69,0.00458,64640.01,0.00138,64637.45,0.00018,64640.3,0.00391,1785948800.314
64638.45,5.91804,64638.46,1.70439,64638.44,0.00034,64638.47,0.00074,64638.43,0.00016,64639.0,0.00469,64638.33,0.00031,64639.64,8e-05,64638.32,0.0017,64639.68,9e-05,64638.0,0.00408,64639.77,8e-05,64637.99,8e-05,64639.99,0.00018,64637.76,8e-05,64640.0,0.03618,64637.69,0.00458,64640.01,0.00138,64637.45,0.00018,64640.3,0.00391,1785948800.414
64638.45,5.91804,64638.46,1.70439,64638.44,0.00034,64638.47,0.00074,64638.43,0.00016,64639.0,0.00469,64638.33,0.00031,64639.35,8e-05,64638.32,0.0017,64639.64,8e-05,64638.0,0.00408,64639.68,9e-05,64637.99,8e-05,64639.77,8e-05,64637.76,8e-05,64639.99,0.00018,64637.69,0.00458,64640.0,0.03618,64637.45,0.00018,64640.01,0.00138,1785948800.514
64638.45,5.91813,64638.46,1.70519,64638.44,0.00034,64638.47,0.00082,64638.43,0.00016,64639.0,0.00469,64638.33,0.00031,64639.35,8e-05,64638.32,0.0017,64639.64,8e-05,64638.0,0.00408,64639.68,9e-05,64637.99,8e-05,64639.77,8e-05,64637.76,8e-05,64639.99,0.00018,64637.69,0.00458,64640.0,0.03618,64637.45,0.00018,64640.01,0.00138,1785948800.614
64638.45,5.91813,64638.46,1.41903,64638.44,0.00034,64638.47,0.00074,64638.43,0.00016,64639.0,0.00469,64638.33,0.00031,64639.35,8e-05,64638.32,0.0017,64639.64,8e-05,64638.0,0.00408,64639.68,9e-05,64637.99,8e-05,64639.77,8e-05,64637.76,8e-05,64639.99,0.00018,64637.69,0.00458,64640.0,0.03618,64637.45,0.00018,64640.01,0.00138,1785948800.714
64638.45,5.91813,64638.46,1.41895,64638.44,0.00034,64638.47,0.00074,64638.43,0.00016,64639.0,0.00469,64638.33,0.00031,64639.35,8e-05,64638.32,0.0017,64639.64,8e-05,64638.0,0.00408,64639.68,9e-05,64637.99,8e-05,64639.77,8e-05,64637.76,8e-05,64639.99,0.00018,64637.69,0.00458,64640.0,0.03618,64637.45,0.00018,64640.01,0.00138,1785948800.814
64638.45,5.91813,64638.46,1.41927,64638.44,0.00034,64638.47,0.00098,64638.43,0.00016,64638.48,0.00016,64638.33,0.00031,64639.0,0.00469,64638.32,0.0017,64639.35,8e-05,64638.0,0.00408,64639.64,8e-05,64637.99,8e-05,64639.68,9e-05,64637.76,8e-05,64639.77,8e-05,64637.69,0.00458,64639.99,0.00018,64637.45,0.00018,64640.0,0.03618,1785948800.914
64638.45,5.91813,64638.46,1.41927,64638.44,0.00034,64638.47,0.00098,64638.43,0.00016,64638.48,0.00016,64638.33,0.00031,64639.0,0.00469,64638.32,0.0017,64639.35,8e-05,64638.0,0.00408,64639.64,8e-05,64637.99,8e-05,64639.68,9e-05,64637.76,8e-05,64639.77,8e-05,64637.69,0.00458,64639.99,0.00026,64637.45,0.00018,64640.0,0.03618,1785948801.014
